symbol,window_index,p99_upper,p95_upper,p90_upper,placebo_mean,p90_lower,p95_lower,p99_lower,n,actual_median_abs_price_change
DGS10,-10,0.17499999999999982,0.1499999999999999,0.14000000000000012,0.09786299999999998,0.06000000000000005,0.05499999999999971,0.04499999999999993,5000,0.05999999999999961
DGS10,-9,0.1899999999999995,0.16999999999999993,0.1599999999999997,0.10827599999999998,0.06500000000000038,0.06000000000000005,0.05000000000000026,5000,0.08499999999999996
DGS10,-8,0.19999999999999996,0.17999999999999972,0.1699999999999997,0.12196399999999998,0.07500000000000018,0.0699999999999994,0.05000000000000071,5000,0.1299999999999999
DGS10,-7,0.20999999999999996,0.18999999999999995,0.17999999999999972,0.13415499999999997,0.08499999999999996,0.07999999999999985,0.0600000000000005,5000,0.11000000000000032
DGS10,-6,0.2299999999999995,0.20999999999999996,0.19999999999999973,0.14583199999999996,0.09499999999999977,0.08499999999999996,0.07000000000000028,5000,0.11000000000000032
DGS10,-5,0.24499999999999988,0.22499999999999964,0.20999999999999996,0.150214,0.0900000000000003,0.08499999999999974,0.06999999999999984,5000,0.15000000000000036
DGS10,-4,0.25002500000000055,0.23,0.21999999999999975,0.159096,0.10499999999999975,0.08999999999999986,0.06999999999999984,5000,0.14500000000000002
DGS10,-3,0.27000000000000024,0.2450000000000001,0.22999999999999976,0.164207,0.10000000000000052,0.09499999999999977,0.08000000000000007,5000,0.1900000000000004
DGS10,-2,0.2849999999999997,0.2599999999999998,0.2450000000000001,0.168181,0.10499999999999976,0.09499999999999977,0.07999999999999963,5000,0.17999999999999972
DGS10,-1,0.29000000000000004,0.2699999999999998,0.2549999999999999,0.17750099999999996,0.1050000000000002,0.09499999999999996,0.07000000000000028,5000,0.20499999999999985
DGS10,0,0.31500000000000017,0.28000000000000025,0.2699999999999996,0.18512199999999995,0.10999999999999945,0.09999999999999964,0.08000000000000007,5000,0.17999999999999994
DGS10,1,0.33002500000000107,0.29499999999999993,0.2799999999999998,0.19421199999999994,0.10999999999999988,0.10000000000000007,0.08000000000000007,5000,0.20999999999999996
DGS10,2,0.33999999999999986,0.31000000000000005,0.2900000000000005,0.20161899999999996,0.1200000000000001,0.10499999999999998,0.08000000000000007,5000,0.2250000000000001
DGS10,3,0.3599999999999999,0.32000000000000006,0.30000000000000004,0.20635999999999996,0.1200000000000001,0.10987499999999951,0.08499999999999996,5000,0.2150000000000003
DGS10,4,0.3700000000000001,0.3399999999999997,0.3149999999999997,0.213189,0.1200000000000001,0.10499999999999954,0.08000000000000007,5000,0.20999999999999996
DGS10,5,0.3849999999999998,0.34499999999999975,0.33000000000000007,0.21959299999999998,0.12499999999999978,0.11000000000000032,0.08999999999999986,5000,0.20499999999999985
DGS10,6,0.39000000000000057,0.3600000000000001,0.33499999999999974,0.222846,0.125,0.11000000000000032,0.08999999999999986,5000,0.22999999999999998
